1,Sicily & Sardinia
2,Douro
3,Oregon
4,Michigan
5,Northern Spain
6,Alsace
7,Rheinhessen
8,California
9,Mosel
10,Other
11,Mendoza Province
12,Virginia
13,Beaujolais
14,Colchagua Valley
15,Southern Italy
16,Maule Valley
17,Bordeaux
18,Maipo Valley
19,Washington
20,Central Italy
21,Champagne
22,Burgundy
23,South Australia
24,Tejo
25,Rapel Valley
26,Galicia
27,France Other
28,Tuscany
29,Burgenland
30,New York
31,Leyda Valley
32,Piedmont
33,Stellenbosch
34,Simonsberg-Stellenbosch
35,Walker Bay
36,Alentejano
37,Central Spain
38,Southwest France
39,Aconcagua Valley
40,Loncomilla Valley
41,Marlborough
42,Northeastern Italy
43,Casablanca Valley
44,Veneto
45,Western Cape
46,Judean Hills
47,Alentejo
48,Coastal Region
49,RhÃ´ne Valley
50,Galilee
51,Beira Atlantico
52,Tokaj
53,Leithaberg
54,Santorini
55,Kremstal
56,Catalonia
57,Recas
58,Hawke's Bay
59,CuricÃ³ Valley
60,LimarÃ­ Valley
61,Colchagua Costa
62,Languedoc-Roussillon
63,Provence
64,Victoria
65,Rheingau
66,Tokaji
67,Naoussa
68,Valle de Guadalupe
69,Central Valley
70,LontuÃ© Valley
71,Italy Other
72,Weinviertel
73,Thermenregion
74,NiederÃ¶sterreich
75,Wagram
76,Loire Valley
77,Lombardy
78,Ontario
79,Ã–sterreichischer Sekt
80,Kamptal
81,Steiermark
82,SÃ¼dsteiermark
83,Crete
84,Vinho Verde
85,Idaho
86,Western Australia
87,Levante
88,Martinborough
89,Central Otago
90,Lisboa
91,Texas
92,PenÃ­nsula de SetÃºbal
93,Australia Other
94,Tasmania
95,Franken
96,Ahr
97,Nahe
98,0
99,Dealu Mare
100,Port
101,Darling
102,Chile
103,SÃ¼doststeiermark
104,Corinth
105,Halkidiki
106,Thrace
107,Pfalz
108,Robertson
109,Dan
110,Northwestern Italy
111,Andalucia
112,Awatere Valley
113,Wiener Gemischter Satz
114,Wachau
115,Pennsylvania
116,Swartland
117,DÃ£o
118,Wagram-Donauland
119,Rio Claro
120,VillÃ¡ny
121,Cachapoal Valley
122,Jidvei
123,America
124,Traisental
125,Bairrada
126,Negev Hills
127,Ribatejano
128,Duriense
129,New Jersey
130,Beiras
131,Spanish Islands
132,Upper Galilee
133,Vinho Espumante
134,Epanomi
135,Nemea
136,Peloponnese
137,Aconcagua Costa
138,Moravia
139,Slovenia
